"state","expenditure_title","year","amount","amount_z_score_avg"
"Rhode Island","teacher_salaries_vocational_education","2015","9282000.0","0.000000000000000002354705882352941176"
"Rhode Island","tech_related_equipment","2015","27904000.0","-0.000000000000000002762631578947368421"
"Rhode Island","tech_related_supplies_services","2015","14168000.0","-0.000000000000000000168500000000000000"
"Rhode Island","teacher_salaries_vocational_education","2016","10241000.0","0.000000000000000001293157894736842105"
"Rhode Island","tech_related_equipment","2016","22383000.0","-0.000000000000000000124473684210526316"
"Rhode Island","tech_related_supplies_services","2016","14695000.0","-0.000000000000000000788500000000000000"
"Rhode Island","teacher_salaries_vocational_education","2017","10930000.0","0.000000000000000003612222222222222222"
"Rhode Island","tech_related_equipment","2017","23808000.0","-0.000000000000000000683421052631578947"
"Rhode Island","tech_related_supplies_services","2017","16918000.0","-0.000000000000000001395641025641025641"
"Rhode Island","teacher_salaries_vocational_education","2018","12786000.0","0.000000000000000002690476190476190476"
"Rhode Island","tech_related_equipment","2018","21396000.0","-0.000000000000000000243157894736842105"
"Rhode Island","tech_related_supplies_services","2018","17828000.0","0.000000000000000001163684210526315789"
"Rhode Island","teacher_salaries_vocational_education","2019","13991000.0","-0.000000000000000001185238095238095238"
"Rhode Island","tech_related_equipment","2019","18187000.0","0.000000000000000000011315789473684211"
"Rhode Island","tech_related_supplies_services","2019","17849000.0","0.000000000000000000560769230769230769"
"Rhode Island","cares_act_expenditure_tech_related_equipment","2020","1053000.0","0.000000000000000007492727272727272727"
"Rhode Island","cares_act_expenditure_tech_related_supplies_services","2020","333000.0","-0.000000000000000003293333333333333333"
"Rhode Island","teacher_salaries_vocational_education","2020","15480000.0","0.000000000000000003350952380952380952"
"Rhode Island","tech_related_equipment","2020","16909000.0","0.000000000000000000780512820512820513"
"Rhode Island","tech_related_supplies_services","2020","19801000.0","-0.000000000000000002179743589743589744"
"South Carolina","teacher_salaries_vocational_education","2010","98060000.0","-0.000000000000000000217263157894736842"
"South Carolina","teacher_salaries_vocational_education","2011","91893000.0","-0.000000000000000000995531914893617021"
"South Carolina","teacher_salaries_vocational_education","2012","91611000.0","-0.000000000000000000694731182795698925"
"South Carolina","teacher_salaries_vocational_education","2013","93936000.0","-0.000000000000000000500555555555555556"
"South Carolina","teacher_salaries_vocational_education","2014","94656000.0","0.000000000000000000094555555555555556"
"South Carolina","teacher_salaries_vocational_education","2015","102068000.0","-0.000000000000000000046629213483146067"
"South Carolina","tech_related_equipment","2015","50513000.0","-0.000000000000000000548627450980392157"
"South Carolina","teacher_salaries_vocational_education","2016","103452000.0","-0.000000000000000000390674157303370787"
"South Carolina","tech_related_equipment","2016","40453000.0","0.000000000000000002747500000000000000"
"South Carolina","teacher_salaries_vocational_education","2017","105390000.0","-0.000000000000000001063707865168539326"
"South Carolina","tech_related_equipment","2017","15705000.0","-0.000000000000000002393928571428571429"
"South Carolina","teacher_salaries_vocational_education","2018","106163000.0","0.000000000000000001171011235955056180"
"South Carolina","tech_related_equipment","2018","22166000.0","-0.000000000000000001410312500000000000"
"South Carolina","teacher_salaries_vocational_education","2019","107021000.0","-0.000000000000000000379550561797752809"
"South Carolina","tech_related_equipment","2019","32493000.0","-0.000000000000000001049677419354838710"
"South Carolina","teacher_salaries_vocational_education","2020","110989000.0","0.000000000000000000644823529411764706"
"South Carolina","tech_related_equipment","2020","20470000.0","-0.000000000000000000030000000000000000"
"South Dakota","teacher_salaries_vocational_education","2010","15284000.0","-0.000000000000000000739602649006622517"
"South Dakota","teacher_salaries_vocational_education","2011","18249000.0","0.000000000000000000199662162162162162"
"South Dakota","teacher_salaries_vocational_education","2012","17613000.0","0.000000000000000000256333333333333333"
"South Dakota","teacher_salaries_vocational_education","2013","17458000.0","-0.000000000000000001062751677852348993"
"South Dakota","teacher_salaries_vocational_education","2014","17363000.0","-0.000000000000000000526875000000000000"
"South Dakota","teacher_salaries_vocational_education","2015","17975000.0","-0.000000000000000002225410958904109589"
"South Dakota","tech_related_equipment","2015","10390000.0","-0.000000000000000000805121951219512195"
"South Dakota","tech_related_supplies_services","2015","10282000.0","-0.000000000000000001410934579439252336"
"South Dakota","teacher_salaries_vocational_education","2016","18846000.0","0.000000000000000001124689655172413793"
"South Dakota","tech_related_equipment","2016","14736000.0","0.000000000000000000479647058823529412"
"South Dakota","tech_related_supplies_services","2016","10198000.0","0.000000000000000000647314814814814815"
"South Dakota","teacher_salaries_vocational_education","2017","20620000.0","0.000000000000000000174726027397260274"
"South Dakota","tech_related_equipment","2017","13213000.0","0.000000000000000001167790697674418605"
"South Dakota","tech_related_supplies_services","2017","18740000.0","0.000000000000000000123758389261744966"
"South Dakota","teacher_salaries_vocational_education","2018","20512000.0","-0.000000000000000000045342465753424658"
"South Dakota","tech_related_equipment","2018","11811000.0","0.000000000000000000801529411764705882"
"South Dakota","tech_related_supplies_services","2018","18556000.0","0.000000000000000002332214765100671141"
"South Dakota","teacher_salaries_vocational_education","2019","21122000.0","0.000000000000000001250419580419580420"
"South Dakota","tech_related_equipment","2019","11046000.0","0.000000000000000001872771084337349398"
"South Dakota","tech_related_supplies_services","2019","20182000.0","-0.000000000000000000959047619047619048"
"South Dakota","cares_act_expenditure_tech_related_equipment","2020","103000.0","0.000000000000000003278000000000000000"
"South Dakota","cares_act_expenditure_tech_related_supplies_services","2020","130000.0","0.000000000000000008194285714285714286"
"South Dakota","teacher_salaries_vocational_education","2020","21643000.0","-0.000000000000000000121736111111111111"
"South Dakota","tech_related_equipment","2020","8361000.0","-0.000000000000000000666500000000000000"
"South Dakota","tech_related_supplies_services","2020","20891000.0","0.000000000000000001433265306122448980"
"Tennessee","teacher_salaries_vocational_education","2010","147097000.0","0.000000000000000000099159663865546218"
"Tennessee","teacher_salaries_vocational_education","2011","146653000.0","0.000000000000000000861260504201680672"
"Tennessee","teacher_salaries_vocational_education","2012","141410000.0","-0.000000000000000000526166666666666667"
"Tennessee","teacher_salaries_vocational_education","2013","142086000.0","-0.000000000000000000616583333333333333"
"Tennessee","teacher_salaries_vocational_education","2014","141731000.0","-0.000000000000000000025042016806722689"
"Tennessee","teacher_salaries_vocational_education","2015","137376000.0","-0.000000000000000001764320000000000000"
"Tennessee","tech_related_equipment","2015","21637000.0","0.000000000000000000793333333333333333"
"Tennessee","tech_related_supplies_services","2015","7167000.0","-0.000000000000000000678974358974358974"
"Tennessee","teacher_salaries_vocational_education","2016","139238000.0","-0.000000000000000000111290322580645161"
"Tennessee","tech_related_equipment","2016","9597000.0","-0.000000000000000000155161290322580645"
"Tennessee","tech_related_supplies_services","2016","8821000.0","-0.0000000000000000000021686746987951807229"
"Tennessee","teacher_salaries_vocational_education","2017","142584000.0","0.000000000000000000262000000000000000"
"Tennessee","tech_related_equipment","2017","26374000.0","0.000000000000000000574880952380952381"
"Tennessee","tech_related_supplies_services","2017","49749000.0","-0.000000000000000000206793893129770992"
"Tennessee","teacher_salaries_vocational_education","2018","146202000.0","0.000000000000000000269280000000000000"
"Tennessee","tech_related_equipment","2018","36630000.0","-0.000000000000000000250769230769230769"
"Tennessee","tech_related_supplies_services","2018","61610000.0","0.000000000000000000442411347517730496"
"Tennessee","teacher_salaries_vocational_education","2019","146822000.0","-0.0000000000000000000049600000000000000000"
"Tennessee","tech_related_equipment","2019","34761000.0","-0.000000000000000000272477064220183486"
"Tennessee","tech_related_supplies_services","2019","77304000.0","0.000000000000000000900642857142857143"
"Tennessee","teacher_salaries_vocational_education","2020","150604000.0","0.000000000000000000099760000000000000"
"Tennessee","tech_related_equipment","2020","40952000.0","0.000000000000000001190560747663551402"
"Tennessee","tech_related_supplies_services","2020","79375000.0","-0.000000000000000000129290780141843972"
"Texas","teacher_salaries_vocational_education","2012","638448000.0","0.000000000000000000361484135107471853"
"Texas","teacher_salaries_vocational_education","2013","653669000.0","0.000000000000000000223114080164439877"
"Texas","teacher_salaries_vocational_education","2014","686143000.0","-0.000000000000000000210061412487205732"
"Texas","teacher_salaries_vocational_education","2015","729180000.0","0.0000000000000000000068442622950819672131"
"Texas","teacher_salaries_vocational_education","2016","772210000.0","0.000000000000000000444570552147239264"
"Texas","teacher_salaries_vocational_education","2017","798912000.0","0.000000000000000000085117707267144319"
"Texas","teacher_salaries_vocational_education","2018","846121000.0","-0.000000000000000000234323499491353001"
"Texas","teacher_salaries_vocational_education","2019","876358000.0","-0.000000000000000000013505572441742655"
"Texas","teacher_salaries_vocational_education","2020","941004000.0","0.000000000000000000211605691056910569"
"Utah","teacher_salaries_vocational_education","2010","61435000.0","-0.000000000000000001388292682926829268"
"Utah","teacher_salaries_vocational_education","2011","65299000.0","-0.000000000000000000533902439024390244"
"Utah","teacher_salaries_vocational_education","2012","65263000.0","0.000000000000000000343170731707317073"
"Utah","teacher_salaries_vocational_education","2013","75289000.0","-0.000000000000000000815121951219512195"
"Utah","teacher_salaries_vocational_education","2014","67012000.0","-0.000000000000000002640975609756097561"
"Utah","teacher_salaries_vocational_education","2015","68933000.0","0.000000000000000000889024390243902439"
"Utah","tech_related_equipment","2015","12512000.0","-0.000000000000000000271428571428571429"
"Utah","teacher_salaries_vocational_education","2016","69726000.0","-0.000000000000000002116097560975609756"
"Utah","teacher_salaries_vocational_education","2017","75613000.0","-0.000000000000000001154878048780487805"
"Utah","tech_related_equipment","2017","25520000.0","0.000000000000000000395000000000000000"
"Utah","tech_related_supplies_services","2017","43426000.0","0.000000000000000000690000000000000000"
"Utah","teacher_salaries_vocational_education","2018","79548000.0","-0.000000000000000002135609756097560976"
"Utah","tech_related_equipment","2018","23451000.0","-0.000000000000000002067586206896551724"
"Utah","tech_related_supplies_services","2018","79922000.0","0.000000000000000001832926829268292683"
"Utah","teacher_salaries_vocational_education","2019","85572000.0","0.000000000000000001143658536585365854"
"Utah","tech_related_equipment","2019","20470000.0","-0.000000000000000001631333333333333333"
"Utah","tech_related_supplies_services","2019","97508000.0","-0.000000000000000000186829268292682927"
"Utah","cares_act_expenditure_tech_related_equipment","2020","192000.0",NULL
"Utah","cares_act_expenditure_tech_related_supplies_services","2020","650000.0","0.000000000000000000631250000000000000"
"Utah","teacher_salaries_vocational_education","2020","91056000.0","0.000000000000000002831951219512195122"
"Utah","tech_related_equipment","2020","24288000.0","-0.000000000000000002938214285714285714"
"Utah","tech_related_supplies_services","2020","104843000.0","-0.000000000000000002036585365853658537"
"Vermont","teacher_salaries_vocational_education","2010","16068000.0","0.000000000000000001597500000000000000"
"Vermont","teacher_salaries_vocational_education","2011","17255000.0","-0.000000000000000001956875000000000000"
"Vermont","teacher_salaries_vocational_education","2012","16383000.0","-0.000000000000000003964666666666666667"
"Vermont","teacher_salaries_vocational_education","2013","15247000.0","0.000000000000000001680000000000000000"
"Vermont","teacher_salaries_vocational_education","2014","16728000.0","0.000000000000000001582500000000000000"
"Vermont","teacher_salaries_vocational_education","2015","16484000.0","-0.000000000000000002640000000000000000"
"Vermont","teacher_salaries_vocational_education","2016","14837000.0","-0.000000000000000001328461538461538462"
"Vermont","teacher_salaries_vocational_education","2017","16154000.0","0.000000000000000000334000000000000000"
"Vermont","tech_related_equipment","2017","3675000.0","-0.000000000000000002255694444444444444"
"Vermont","tech_related_supplies_services","2017","6049000.0","0.000000000000000005816573033707865169"
"Vermont","teacher_salaries_vocational_education","2018","17176000.0","0.000000000000000002966000000000000000"
"Vermont","tech_related_equipment","2018","3339000.0","0.000000000000000004012461538461538462"
"Vermont","tech_related_supplies_services","2018","9615000.0","0.000000000000000001755476190476190476"
"Vermont","teacher_salaries_vocational_education","2019","16138000.0","0.000000000000000003813571428571428571"
"Vermont","tech_related_equipment","2019","4289000.0","-0.000000000000000005627538461538461538"
"Vermont","tech_related_supplies_services","2019","14699000.0","0.000000000000000001143430656934306569"
"Vermont","teacher_salaries_vocational_education","2020","16392000.0","0.000000000000000007087692307692307692"
"Vermont","tech_related_equipment","2020","7002000.0","-0.000000000000000000502391304347826087"
"Vermont","tech_related_supplies_services","2020","26528000.0","0.000000000000000000355572519083969466"
"Virginia","teacher_salaries_vocational_education","2010","241058000.0","0.000000000000000000322137404580152672"
"Virginia","teacher_salaries_vocational_education","2011","227211000.0","-0.000000000000000000415572519083969466"
"Virginia","teacher_salaries_vocational_education","2012","229052000.0","-0.0000000000000000000030534351145038167939"
"Virginia","teacher_salaries_vocational_education","2013","233464000.0","0.000000000000000000862595419847328244"
"Virginia","teacher_salaries_vocational_education","2014","235740000.0","-0.000000000000000000162366412213740458"
"Virginia","teacher_salaries_vocational_education","2015","236998000.0","-0.000000000000000000424351145038167939"
"Virginia","teacher_salaries_vocational_education","2016","241425000.0","0.000000000000000000101068702290076336"
"Virginia","tech_related_equipment","2016","105302000.0","-0.000000000000000000184000000000000000"
"Virginia","tech_related_supplies_services","2016","657854000.0","0.000000000000000000100305343511450382"
"Virginia","teacher_salaries_vocational_education","2017","248051000.0","-0.0000000000000000000050381679389312977099"
"Virginia","tech_related_equipment","2017","89832000.0","0.000000000000000001718319327731092437"
"Virginia","tech_related_supplies_services","2017","695518000.0","0.000000000000000000059696969696969697"
"Virginia","teacher_salaries_vocational_education","2018","257279000.0","-0.000000000000000000444274809160305344"
"Virginia","tech_related_equipment","2018","109542000.0","-0.000000000000000001228813559322033898"
"Virginia","tech_related_supplies_services","2018","693493000.0","0.000000000000000000607348484848484848"
"Virginia","teacher_salaries_vocational_education","2019","269596000.0","0.000000000000000000296870229007633588"
"Virginia","tech_related_equipment","2019","111019000.0","-0.000000000000000000643303571428571429"
"Virginia","tech_related_supplies_services","2019","716418000.0","0.000000000000000000036818181818181818"
"Virginia","teacher_salaries_vocational_education","2020","280853000.0","-0.000000000000000000921450381679389313"
"Virginia","tech_related_equipment","2020","95602000.0","-0.000000000000000000129380530973451327"
"Virginia","tech_related_supplies_services","2020","769482000.0","0.000000000000000000403609022556390977"
"Washington","teacher_salaries_vocational_education","2010","166623000.0","0.000000000000000000319957805907172996"
"Washington","teacher_salaries_vocational_education","2011","176207000.0","0.000000000000000000158347457627118644"
"Washington","teacher_salaries_vocational_education","2012","177406000.0","0.000000000000000000583739495798319328"
"Washington","teacher_salaries_vocational_education","2013","185082000.0","0.000000000000000000255274261603375527"
"Washington","teacher_salaries_vocational_education","2014","190277000.0","0.000000000000000000712175732217573222"
"Washington","teacher_salaries_vocational_education","2015","194762000.0","0.000000000000000000814500000000000000"
"Washington","teacher_salaries_vocational_education","2016","207140000.0","-0.000000000000000000183112033195020747"
"Washington","teacher_salaries_vocational_education","2017","218951000.0","0.000000000000000000807708333333333333"
"Washington","teacher_salaries_vocational_education","2018","234592000.0","-0.000000000000000000084024896265560166"
"Washington","teacher_salaries_vocational_education","2019","278054000.0","0.000000000000000000116929460580912863"
"Washington","cares_act_expenditure_tech_related_equipment","2020","1070000.0","-0.000000000000000004746666666666666667"
"Washington","cares_act_expenditure_tech_related_supplies_services","2020","4343000.0","-0.000000000000000003448888888888888889"
"Washington","teacher_salaries_vocational_education","2020","293887000.0","-0.000000000000000000191087866108786611"
"Washington","tech_related_equipment","2020","18928000.0","-0.000000000000000000665357142857142857"
"Washington","tech_related_supplies_services","2020","157116000.0","0.000000000000000000352041522491349481"
"West Virginia","teacher_salaries_vocational_education","2010","42317000.0","0.000000000000000004192545454545454545"
"West Virginia","teacher_salaries_vocational_education","2011","41720000.0","0.000000000000000000120181818181818182"
"West Virginia","teacher_salaries_vocational_education","2012","41525000.0","-0.000000000000000001866909090909090909"
"West Virginia","teacher_salaries_vocational_education","2013","42174000.0","0.000000000000000003147142857142857143"
"West Virginia","teacher_salaries_vocational_education","2014","42677000.0","0.000000000000000002058727272727272727"
"West Virginia","teacher_salaries_vocational_education","2015","43466000.0","0.000000000000000000937454545454545455"
"West Virginia","tech_related_equipment","2015","5505000.0","0.000000000000000000135000000000000000"
"West Virginia","tech_related_supplies_services","2015","80217000.0","0.000000000000000000574285714285714286"
"West Virginia","teacher_salaries_vocational_education","2016","41212000.0","-0.000000000000000000104909090909090909"
"West Virginia","tech_related_equipment","2016","4249000.0","0.000000000000000000530000000000000000"
"West Virginia","tech_related_supplies_services","2016","64614000.0","0.000000000000000000292222222222222222"
"West Virginia","teacher_salaries_vocational_education","2017","40487000.0","0.000000000000000001308181818181818182"
"West Virginia","tech_related_equipment","2017","13807000.0","-0.000000000000000000109473684210526316"
"West Virginia","tech_related_supplies_services","2017","78341000.0","0.000000000000000000618095238095238095"
"West Virginia","teacher_salaries_vocational_education","2018","40018000.0","-0.000000000000000000060909090909090909"
"West Virginia","tech_related_equipment","2018","4316000.0","-0.000000000000000002180312500000000000"
"West Virginia","tech_related_supplies_services","2018","69616000.0","-0.000000000000000001049206349206349206"
"West Virginia","teacher_salaries_vocational_education","2019","42479000.0","0.000000000000000000527090909090909091"
"West Virginia","tech_related_equipment","2019","5595000.0","0.000000000000000002341935483870967742"
"West Virginia","tech_related_supplies_services","2019","74024000.0","0.000000000000000000524482758620689655"
"West Virginia","cares_act_expenditure_tech_related_supplies_services","2020","2892000.0","0.000000000000000002309230769230769231"
"West Virginia","teacher_salaries_vocational_education","2020","44137000.0","-0.000000000000000000245818181818181818"
"West Virginia","tech_related_equipment","2020","9126000.0","0.000000000000000000136857142857142857"
"West Virginia","tech_related_supplies_services","2020","79519000.0","0.000000000000000001075344827586206897"
"Wisconsin","teacher_salaries_vocational_education","2010","166362000.0","-0.000000000000000000914445888601036269"
"Wisconsin","teacher_salaries_vocational_education","2011","165219000.0","-0.000000000000000000417356020942408377"
"Wisconsin","teacher_salaries_vocational_education","2012","153529000.0","0.000000000000000000497670157068062827"
"Wisconsin","teacher_salaries_vocational_education","2013","152482000.0","-0.000000000000000000611910994764397906"
"Wisconsin","teacher_salaries_vocational_education","2014","152338000.0","0.000000000000000000453254593175853018"
"Wisconsin","teacher_salaries_vocational_education","2015","154567000.0","0.000000000000000000130340314136125654"
"Wisconsin","teacher_salaries_vocational_education","2016","155259000.0","-0.000000000000000000262984293193717277"
"Wisconsin","teacher_salaries_vocational_education","2017","158653000.0","0.000000000000000000835404699738903394"
"Wisconsin","teacher_salaries_vocational_education","2018","162261000.0","-0.000000000000000002581837270341207349"
"Wisconsin","teacher_salaries_vocational_education","2019","165905000.0","-0.000000000000000001111947368421052632"
"Wisconsin","teacher_salaries_vocational_education","2020","169621000.0","-0.000000000000000000522689295039164491"
"Wyoming","teacher_salaries_vocational_education","2010","14140000.0","0.000000000000000000052564102564102564"
"Wyoming","teacher_salaries_vocational_education","2011","16724000.0","-0.000000000000000001440975609756097561"
"Wyoming","teacher_salaries_vocational_education","2012","16760000.0","0.000000000000000000076750000000000000"
"Wyoming","teacher_salaries_vocational_education","2013","16615000.0","-0.000000000000000000277619047619047619"
"Wyoming","teacher_salaries_vocational_education","2014","16943000.0","-0.000000000000000000467750000000000000"
"Wyoming","teacher_salaries_vocational_education","2015","16907000.0","0.000000000000000001718684210526315789"
"Wyoming","tech_related_equipment","2015","6722000.0","-0.000000000000000002529285714285714286"
"Wyoming","tech_related_supplies_services","2015","10997000.0","-0.000000000000000000173125000000000000"
"Wyoming","teacher_salaries_vocational_education","2016","17568000.0","-0.000000000000000002405384615384615385"
"Wyoming","tech_related_equipment","2016","6747000.0","0.000000000000000001273157894736842105"
"Wyoming","tech_related_supplies_services","2016","10751000.0","-0.000000000000000001148125000000000000"
"Wyoming","teacher_salaries_vocational_education","2017","17776000.0","-0.000000000000000000736052631578947368"
"Wyoming","tech_related_equipment","2017","7123000.0","-0.000000000000000001719459459459459459"
"Wyoming","tech_related_supplies_services","2017","10710000.0","-0.000000000000000001179791666666666667"
"Wyoming","teacher_salaries_vocational_education","2018","17859000.0","-0.000000000000000001154871794871794872"
"Wyoming","tech_related_equipment","2018","7000000.0","0.000000000000000000794000000000000000"
"Wyoming","tech_related_supplies_services","2018","10185000.0","-0.000000000000000000679375000000000000"
"Wyoming","teacher_salaries_vocational_education","2019","15941000.0","-0.000000000000000000820731707317073171"
"Wyoming","tech_related_equipment","2019","5837000.0","-0.000000000000000001446666666666666667"
"Wyoming","tech_related_supplies_services","2019","10534000.0","0.000000000000000001428541666666666667"
"Wyoming","cares_act_expenditure_tech_related_supplies_services","2020","366000.0","0.000000000000000001146000000000000000"
"Wyoming","teacher_salaries_vocational_education","2020","15609000.0","0.000000000000000000462105263157894737"
"Wyoming","tech_related_equipment","2020","5758000.0","0.000000000000000002468888888888888889"
"Wyoming","tech_related_supplies_services","2020","36823000.0","0.000000000000000001640625000000000000"
